care.virtue,fairness.virtue,loyalty.virtue,authority.virtue,sanctity.virtue,care.vice,fairness.vice,loyalty.vice,authority.vice,sanctity.vice,moral,moral_nonmoral_ratio,f_var
0.058823529411764705,0.11764705882352941,0.11764705882352941,0.11764705882352941,0.058823529411764705,0.35294117647058826,0.0,0.058823529411764705,0.0,0.058823529411764705,0.058823529411764705,0.04521276595744681,0.010149942329873127
0.2,0.0,0.13333333333333333,0.2,0.06666666666666667,0.23333333333333334,0.0,0.1,0.0,0.0,0.16666666666666666,0.04172461752433936,0.008839506172839507
0.3333333333333333,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0297029702970297,0.025925925925925925
0.11764705882352941,0.0,0.0,0.058823529411764705,0.11764705882352941,0.29411764705882354,0.0,0.11764705882352941,0.17647058823529413,0.0,0.11764705882352941,0.046831955922865015,0.009419454056132258
0.02702702702702703,0.02702702702702703,0.16216216216216217,0.02702702702702703,0.0,0.5405405405405406,0.0,0.1891891891891892,0.0,0.0,0.02702702702702703,0.09414758269720101,0.029088548007466932
0.3076923076923077,0.0,0.0,0.3076923076923077,0.0,0.23076923076923078,0.07692307692307693,0.0,0.07692307692307693,0.0,0.0,0.046762589928057555,0.01715976331360947
0.15,0.05,0.0,0.15,0.05,0.55,0.0,0.05,0.0,0.0,0.0,0.06289308176100629,0.028333333333333346
0.2857142857142857,0.0,0.0,0.0,0.0,0.42857142857142855,0.0,0.14285714285714285,0.0,0.0,0.14285714285714285,0.038461538461538464,0.023582766439909298
0.14285714285714285,0.0,0.2857142857142857,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.03255813953488372,0.014512471655328799
0.36363636363636365,0.0,0.09090909090909091,0.36363636363636365,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.0,0.0,0.07333333333333333,0.021028466483011946
0.5714285714285714,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029661016949152543,0.03650793650793652
0.08695652173913043,0.0,0.21739130434782608,0.08695652173913043,0.0,0.17391304347826086,0.0,0.30434782608695654,0.17391304347826086,0.0,0.0,0.07165109034267912,0.011846250787649653
0.16666666666666666,0.041666666666666664,0.16666666666666666,0.16666666666666666,0.0,0.20833333333333334,0.0,0.125,0.041666666666666664,0.0,0.08333333333333333,0.07272727272727272,0.006867283950617285
0.0,0.4444444444444444,0.2222222222222222,0.2222222222222222,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.2222222222222222,0.04054054054054054,0.02318244170096022
0.09090909090909091,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.18181818181818182,0.0,0.09090909090909091,0.18181818181818182,0.0,0.09090909090909091,0.07333333333333333,0.006336088154269973
0.14285714285714285,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.14285714285714285,0.03125,0.009977324263038548
0.0,0.0,0.1724137931034483,0.1724137931034483,0.0,0.3448275862068966,0.0,0.034482758620689655,0.27586206896551724,0.0,0.034482758620689655,0.08787878787878788,0.017294226449993396
0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01773049645390071,0.10000000000000002
0.08333333333333333,0.0,0.16666666666666666,0.16666666666666666,0.0,0.0,0.0,0.0,0.5833333333333334,0.0,0.0,0.05687203791469194,0.03364197530864198
0.05,0.05,0.05,0.1,0.0,0.5,0.0,0.0,0.15,0.0,0.1,0.0966183574879227,0.02322222222222222
0.1,0.05,0.1,0.1,0.0,0.3,0.0,0.1,0.15,0.0,0.15,0.06006006006006006,0.008222222222222221
0.42857142857142855,0.0,0.0,0.14285714285714285,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.03365384615384615,0.022902494331065757
0.2,0.0,0.26666666666666666,0.06666666666666667,0.0,0.13333333333333333,0.0,0.06666666666666667,0.2,0.0,0.06666666666666667,0.05434782608695652,0.010074074074074076
0.2222222222222222,0.0,0.2222222222222222,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.038461538461538464,0.02318244170096022
0.15625,0.125,0.15625,0.15625,0.0,0.0625,0.0,0.15625,0.0,0.09375,0.09375,0.06504065040650407,0.004871961805555556
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.044444444444444446,0.0,0.08888888888888889,0.37777777777777777,0.044444444444444446,0.08888888888888889,0.0,0.3333333333333333,0.2222222222222222,0.2,0.06666666666666667,0.06155950752393981,0.018551440329218103
0.07142857142857142,0.14285714285714285,0.07142857142857142,0.2857142857142857,0.07142857142857142,0.14285714285714285,0.0,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.0,0.07329842931937172,0.007029478458049886
0.13793103448275862,0.06896551724137931,0.06896551724137931,0.5172413793103449,0.0,0.06896551724137931,0.0,0.0,0.13793103448275862,0.0,0.13793103448275862,0.06157112526539278,0.02442859030254988
0.15625,0.125,0.125,0.125,0.0,0.0625,0.28125,0.03125,0.03125,0.0,0.0625,0.10031347962382445,0.007595486111111111
0.14285714285714285,0.0,0.21428571428571427,0.21428571428571427,0.0,0.0,0.0,0.21428571428571427,0.07142857142857142,0.0,0.14285714285714285,0.04281345565749235,0.009977324263038548
0.0,0.0975609756097561,0.14634146341463414,0.3902439024390244,0.024390243902439025,0.12195121951219512,0.0,0.17073170731707318,0.04878048780487805,0.0,0.04878048780487805,0.07578558225508318,0.014468900786568841
0.13333333333333333,0.0,0.1,0.0,0.06666666666666667,0.4666666666666667,0.0,0.06666666666666667,0.0,0.03333333333333333,0.13333333333333333,0.056179775280898875,0.020049382716049384
0.1111111111111111,0.037037037037037035,0.0,0.037037037037037035,0.37037037037037035,0.2222222222222222,0.0,0.1111111111111111,0.037037037037037035,0.0,0.07407407407407407,0.0630841121495327,0.014403292181069957
