care_p,fairness_p,loyalty_p,authority_p,sanctity_p,care_sent,fairness_sent,loyalty_sent,authority_sent,sanctity_sent,moral_nonmoral_ratio,f_var,sent_var
0.04598721710729685,0.029980350748888197,0.035869048277078396,0.03930735348692573,0.004695942456707976,-0.05534477706904735,-0.0002214859298218514,-0.0008929394888213939,0.0011914774890010651,0.004282809081599405,0.8985507246376812,0.000252534616769809,0.000640940121948008
0.04955503197746438,0.028389422166785527,0.028891143362782448,0.03395953667739792,0.011718709788053271,-0.0385190963788704,0.0043543577974741775,0.005592978900344124,-0.014029025603034727,-0.0012468403573682666,1.0980392156862746,0.00018371060496196948,0.0003369519865053885
0.031082273798518318,0.054201266150716854,0.02771145349266379,0.03285127025517279,0.0030801661857104844,-0.03882485865610369,-0.011721879400465434,0.02218516109390798,-0.00770124366514832,0.002285790598290598,0.7627118644067796,0.0003311716822716788,0.0004933274800585876
0.04446636641908807,0.03274278022385604,0.020882246734441116,0.04258115265720246,0.01444572231554834,-0.0566637025440618,-0.011719221343138674,-0.003339038286592633,-0.020425250051128937,-0.012798236007486245,0.9387755102040817,0.00017372841190684175,0.0004343851937962416
0.059440691245068254,0.026632705614476053,0.029979970935319976,0.030609655743033135,0.007474508214567635,-0.1227756406770721,0.006617216885460529,-0.003935500714703565,-0.022719968446745495,-0.0012987534294077454,0.8942731277533039,0.0003456097500324286,0.002874331606517503
0.03702840146868734,0.04251525972555181,0.03447773017023308,0.032069110574283605,0.008437784827221628,-0.05622830334782547,-0.005242709135350639,0.002412871628371631,-0.005414728465214248,-0.001204784039798282,0.9931506849315068,0.00017279737154982547,0.0005907475011780171
0.03160286260266464,0.03444135122062665,0.023420938971215433,0.03366158428605401,0.018511347847364242,-0.055175250804590514,-0.0021367229049212588,0.003723825108715652,-0.010656054656445075,0.004654849230111204,0.9766081871345029,4.924770406051884e-05,0.0006219454147710667
0.049005475363524925,0.03376595304236702,0.019382202836680185,0.028514280232981016,0.0076486682316364175,-0.07239297599682377,-0.008688505500255692,0.02803650425167667,-0.004505006626798066,0.009745498084291185,0.8529411764705882,0.00024065426145253695,0.0014401236793720217
0.05574214900286093,0.021761724504573164,0.023015694135090883,0.041536914158434135,0.004606502427888206,-0.03668161327754585,0.019622076385354688,0.016283687759458508,0.002695399310008506,-0.0046087478559176664,0.9137931034482759,0.00038875272980779733,0.0005056961246931297
0.030400659127294342,0.04415342608891562,0.020771811816003707,0.04178290395720611,0.007453474204303273,-0.03365543071583552,0.01658891957790816,0.00121971678982448,-0.019031007001937897,-0.005623355957767724,2.1881188118811883,0.0002317270839642329,0.0003687751473898225
0.03235488779375371,0.03436981202585241,0.032337555616318125,0.03108345166773257,0.008591822434314784,-0.007279172796089102,0.00773277696757139,0.013463892015629654,-0.010668129877104466,-0.0042665965475748085,1.3142857142857143,0.00011605505148511069,0.00010646611853434103
0.055556869645733704,0.046119651698957556,0.025832522407014356,0.029079434151596927,0.007557267092031308,-0.053048244759464167,0.0007724181587878037,0.005569106857636346,-0.015839885961243024,-0.004079695378151262,1.7741935483870968,0.00034871697700945793,0.0005563652388805175
0.03003911524672604,0.04330809301789804,0.021822604996387305,0.047461877279184515,0.009356820782414428,-0.031185863706824107,-0.007617418099860436,-0.0009153622737794337,-0.008637601272989969,0.0008518132143277958,1.8548387096774193,0.0002435609574218226,0.00016385514216801057
0.0588425430512369,0.028779605401454675,0.0198814587758055,0.030791254134356925,0.007655782838310616,-0.07751071128854671,-0.015129458960461601,0.017649620940567257,-0.01174112658824139,-0.003791426807364166,1.31,0.0003580942990852738,0.0012654156396004197
0.04714770921522568,0.03301263004899279,0.03987957324657361,0.032603552856356334,0.007097666107085676,-0.06542802934004227,-0.010767552869051636,-0.0026417015147187774,0.00229066275555924,-0.00508553447420635,1.476923076923077,0.0002282608238537884,0.0007755234603284464
0.032950351990935794,0.03366883415923856,0.030278948210097145,0.045963988600802815,0.0037168557524351886,-0.030915458907414848,-0.008950474013284753,0.010586737373335804,-0.01656907144617253,-0.0018876581179456352,2.039473684210526,0.00024138866482966705,0.00024257731630983497
0.04772590106494198,0.0243509530950408,0.022391770114125523,0.05069343489587163,0.006649231285802071,-0.0700016517916186,-0.002989644347794029,0.00499338409072054,-0.022077032282507042,-0.008399093033793763,1.7196969696969697,0.0003442062385513637,0.0008881540056898887
0.01912295100094184,0.025171890451901525,0.029974015368042384,0.04040510588926685,0.006753436994390969,-0.015296443978825387,-0.002464484023690325,0.0024816560204419702,0.009610960621344105,-0.001342121832457698,1.87,0.00015675293363731808,8.263902921778056e-05
0.025089387668055494,0.048967372528534024,0.01932575578969221,0.049951935465401,0.0075293720314585635,-0.03169101574956304,-0.021732092380108942,0.006160186581535105,-0.03424097565899821,-0.0003993601405415322,1.5056179775280898,0.00035016860887155987,0.0003363818517364949
0.050301244959434895,0.024585823948378476,0.0407651148698684,0.03995901972256615,0.00797195503163303,-0.08326325391983871,-0.012815384145995848,0.014009295074342268,-0.01465095697329102,-0.009356094677968057,1.6395348837209303,0.0002762144868012028,0.0013362526550960874
0.045872569578975446,0.035209962048261795,0.028120917308983296,0.03848980684432157,0.006462187322008589,-0.05208756961253328,0.005280320307069482,-0.004790803066635137,-0.012491300925359668,0.0022927726690333988,1.9416666666666667,0.00022631625644645474,0.0005403686036389245
0.04946110530835636,0.026818645391919527,0.0233109842926573,0.038602390582895336,0.004385984419329769,-0.05857402976823587,-0.013958344798541706,-0.014360500807556272,0.010496931452632993,0.005325617784992786,1.087378640776699,0.00028816589107827004,0.0007400814648816198
0.038704742201666656,0.029689709718098443,0.03364575800846085,0.04089538759339238,0.012171731947448536,-0.060436233731503794,-0.008225791598300532,0.009452924571400099,-0.0048945378149544095,-0.010480596106568329,1.255813953488372,0.00013012500450388284,0.0007076993901582895
0.025047874207083667,0.04651271414141566,0.018624429991567035,0.04465500957903553,0.008293471838461082,-0.02736955874398473,-0.017722287656823134,0.005839251288746899,0.015940927460082726,0.005655164835164836,1.1504424778761062,0.0002757774441687908,0.00033025318012530635
0.035316021603159164,0.03129630278852071,0.0357904754488762,0.02919992154368476,0.020774458374200794,-0.037530846291842515,-0.0044958997374374855,0.012269442165873662,-0.009498992815539311,-0.014231291203449584,1.3926940639269407,3.7022659908411064e-05,0.00032497321280609414
0.010397639454826472,0.043692074200548776,0.009791984975808504,0.008704061895551259,0.010389610389610388,-0.004807002457002455,-0.0921853896103896,0.02287713498622589,-0.021609090909090908,0.007235227272727272,0.01601164483260553,0.0002299283714334379,0.0019994632654880043
0.04535723139658975,0.04835415532308846,0.01723855573064603,0.03944276130443746,0.014783710045943234,-0.05764364065043639,-0.03613954032831117,0.00043002106426862514,-0.017607012410018486,-0.004620349846552336,0.9066339066339066,0.0002525526368701877,0.0005721559245846407
0.03530702002825566,0.03438598677628091,0.018266566052217846,0.041627246137070764,0.02805231619891138,-0.04643215786146499,7.757281491380444e-05,-0.012863256555908241,-0.012648591080315214,-0.0023455967633680746,0.9339622641509434,7.80974653528633e-05,0.0003463545720067642
0.04244821965617436,0.05119635668691057,0.023403884500313603,0.04008750840676163,0.00523662438110848,-0.03380451532551759,-0.011826009672438232,0.0028386924144080893,-0.015881423731331407,0.0008041091292059939,1.2935779816513762,0.00033302970808955074,0.00021843912695393067
0.03833648330191576,0.049030602893525954,0.027199380034012725,0.03645988223894213,0.009353051568404167,-0.040599273154190346,-0.05305917520501862,0.0014909260513663457,-0.011393982289757208,-0.002670454527840142,3.3333333333333335,0.00022149611039531876,0.0005864270616136999
0.03411227559232088,0.025313569693311097,0.028218266868814366,0.041181273428107325,0.0073623263473398814,-0.04982494372266057,-0.013005240244768995,0.011942200021142166,-0.02127450144737667,-0.0034126896512487914,1.9396551724137931,0.00016034432401238372,0.0005290517195029372
0.022288758156429094,0.05559797068577858,0.021309470196427493,0.04730649024440292,0.006645037251760567,-0.030575060399439455,-0.01319510194739519,0.00013591822909418176,-0.015054587050047393,-0.0016932531814032915,2.1122994652406417,0.0004083079788376226,0.00015231799577743586
0.07011008049157733,0.03086547135934188,0.02350983684591919,0.0239251915157051,0.011820551764841921,-0.07356453240764055,-0.009165521290196996,0.003106330675358985,-0.009888842968817152,-0.0046314331312054475,1.3020408163265307,0.0004995375598572897,0.0009630043432739448
0.062148548067625146,0.03418251737746628,0.02370269756838185,0.025394981467032465,0.016342156466639068,-0.06532500131733868,0.0008475229570077818,-0.008594058023606,-0.017626963203831978,-0.011834637677116629,1.136150234741784,0.0003176776690584301,0.0006725228897119916
0.06299754350489366,0.0209538545866865,0.026134297251319334,0.027395354458852817,0.01756620729263223,-0.05676750663963647,-0.01049290061168363,0.0042668732395060045,-0.005581200316188524,-0.005301190329533461,2.240740740740741,0.00033547567514669155,0.0005796447369120065
0.0624248762923014,0.04247382277245838,0.01952027962436645,0.030792999638274993,0.021533436222920106,-0.09039051703236624,-0.020892833035949045,-0.005733983397598239,-0.015224977178692197,8.501660023208059e-05,0.971830985915493,0.0003115103767512944,0.0013446329228345684
0.030139618234078933,0.0437997989546638,0.02188700238446836,0.04841258436011338,0.013742206603589307,-0.024108670069996025,-0.008521635436078126,-0.007842028449371144,-0.023269879213790153,-0.0033350684501921124,1.673913043478261,0.00021171845984045197,9.202031788788548e-05
0.04586447672984576,0.0318733449867928,0.02083442936271775,0.03047149469619487,0.016987484587652334,-0.031538611636842295,-0.007155798873595969,0.0013313604899410298,-0.01892219848371088,-0.01022405870934232,1.3370786516853932,0.00012639909164437597,0.00015638634624921003
0.047271084260295054,0.03710232517451167,0.027794769444641605,0.042351614128386735,0.018775407234801162,-0.05737565692109227,-0.0040311329634736435,0.00031765252016807607,-0.011677070948342,0.005171210424846888,1.0176470588235293,0.0001309042499163033,0.000639398899629366
0.0492525568702508,0.03002059308420239,0.021355978863077732,0.02669150685663626,0.019560771256173764,-0.028821028579564246,-0.0029172133245411133,0.0020804722421348615,0.0070666360369619355,-0.013974322738652525,1.094420600858369,0.0001408397426579262,0.00020532567694539562
0.04350638160539489,0.05419730786996072,0.021552152721196743,0.03204432114717557,0.010161749598611783,-0.054361817434214,-0.05845175302687203,-0.009670168603514391,-0.01714050567168279,-0.002702075906922315,1.023972602739726,0.0003026896285379026,0.0006787671567017254
0.045575272712606404,0.059318587259924796,0.016113861771642184,0.03719218599530494,0.009270734812831766,-0.07468770896982803,-0.0600850141439722,-0.00278110410387046,-0.02141864952553208,-0.006831575839441139,0.9916317991631799,0.0004288447045599586,0.0010508573853154042
0.023199704098739657,0.036716649455454844,0.03740945852688529,0.05131979850888467,0.008649378687259119,-0.03779503730687736,-0.02702398459275198,-0.0036189416669603204,-0.034635402406107976,-0.0027878570830041412,0.9094650205761317,0.0002614992362755845,0.00028448021616622174
0.02805034530427967,0.04393990891338061,0.029798398902514563,0.037282194337820276,0.014234580621497446,-0.03979524453079896,-0.005439062566236249,-0.0028345360918448324,-0.008013675305251424,-0.007925061699969451,1.0275229357798166,0.00012438912213612644,0.0002322277535267388
0.044485422087023184,0.03618316143689334,0.030262174290877825,0.04403510690963293,0.009842465584625244,-0.06696107891457015,-0.018821635806021506,-0.0021298557435705276,-0.023473161437687868,0.00030526411657559176,1.4186046511627908,0.00020189519102903605,0.0007314711946719421
0.04196005622445102,0.034095726484158574,0.024446601104431462,0.04197102574763714,0.010008893548158412,-0.02089567417680396,-0.013528082680037946,0.00448804242397398,0.004371298695589407,-0.004513666201426949,1.5209876543209877,0.00018309389712324882,0.00012458099433553858
0.03325480374183195,0.031287326134850565,0.0313297417712355,0.046051250857074275,0.01789185190383139,-0.03582399353672346,-0.008426090005062252,0.010031987102587965,-0.018446091909909618,-0.003280628095366515,2.135135135135135,9.975058225494688e-05,0.00029501365024171795
