care_p,fairness_p,loyalty_p,authority_p,sanctity_p,care_sent,fairness_sent,loyalty_sent,authority_sent,sanctity_sent,moral_nonmoral_ratio,f_var,sent_var
0.1123287485458959,0.10816266703023968,0.11029332383622428,0.10868967805436205,0.08391002233560854,-0.11031145439592913,-0.06489754835636964,-0.018388679553260727,-0.07386745375159733,-0.06703345979189251,0.8985507246376812,0.00013740279257679733,0.001072618904935877
0.1128117988252433,0.10630451955768862,0.10391141032778453,0.10435971278565012,0.0868252996635086,-0.09540706595186921,-0.03771524811858969,-0.009392880960575561,-0.03848627182459149,-0.058927001761835116,1.0980392156862746,9.284192725456724e-05,0.0010134062579755776
0.10452652820588752,0.10927840212654968,0.1003077512895389,0.10823032105672273,0.08352182660783686,-0.1367869531311681,-0.04377417820911617,-0.013028937575413206,-0.06178927583236991,-0.03277163430294384,0.7627118644067796,0.00010976551325093885,0.002270574929074792
0.10959857704274203,0.10796515833008508,0.0965706245267735,0.11072296092761282,0.08607777607043472,-0.15364890636172673,-0.07117995957713125,-0.05025944924369667,-0.11550085109697186,-0.09700841874426372,0.9387755102040817,0.0001130579964932565,0.001600346059254311
0.12210691161036777,0.10144377298918776,0.10522828469059885,0.10589039971150303,0.08481526108503788,-0.18147624128110218,-0.13772769211448374,-0.1235799683985421,-0.12064079779564527,-0.12396661798177633,0.8942731277533039,0.00017686948123816034,0.0006487779215356872
0.1034428980239818,0.10766266857520575,0.09718886016526383,0.1075375385809107,0.08701517794376364,-0.11398340538993318,-0.03634500604517994,-0.02844345325581424,-0.03782363758512277,-0.07893113551558917,0.9931506849315068,7.556784759412519e-05,0.0013289397967226409
0.0949505111385086,0.09854506478633716,0.09627908687812158,0.1051385931688663,0.08530822303580303,-0.1273956215230032,-0.06081569340445398,-0.051393782370078384,-0.04716354271506665,-0.09037197623125405,0.9766081871345029,5.136871007265141e-05,0.001128499694754734
0.09819362854503055,0.09558888031409392,0.0891213863351829,0.09209060368163834,0.0753868347580373,-0.09323158292164467,-0.030204892809032647,-0.019785911616736308,-0.038680572696496184,-0.09752347104177472,0.8529411764705882,7.925730823642865e-05,0.0013467834831235492
0.10620471512444041,0.097554526164305,0.09801927917188005,0.10875314313970075,0.07796198559607011,-0.04820075040850772,-0.006241392387768301,0.02897673926124344,0.00553038188101268,-0.028881313273939023,0.9137931034482759,0.0001460536147460675,0.0008975068015282359
0.09749441658322901,0.11156648720051171,0.09699207230850677,0.1033176244960151,0.08233195913180828,-0.09369912638950817,-0.04266312172106965,-0.012802370406689769,-0.027658112668558173,-0.058219320959739966,2.1881188118811883,0.00011462650019802622,0.0009672690508035061
0.1027572638672205,0.10346022287289504,0.09885365287454892,0.09974317521868628,0.0820066483759559,-0.027360160615850327,0.006560581706505707,0.039250658733605316,0.016185977535779248,8.212734354157021e-05,1.3142857142857143,7.749475439607825e-05,0.0005882855221669594
0.12842428034160683,0.1170175781508605,0.10880512888175317,0.10904940783310635,0.0825392297920349,-0.13473032695844547,-0.0657975052397042,-0.037636904252788,-0.08042277197569984,-0.06590837695779513,1.7741935483870968,0.00028541433706300246,0.0012856071224466332
0.10762869021619968,0.10809576273283762,0.10313878717969237,0.11410479602327447,0.08082018341289939,-0.1019874513549414,-0.03953759482607583,-0.021243010947130447,-0.04688876049037572,-0.044347054561204934,1.8548387096774193,0.0001655944772548865,0.0009193877111816334
0.11342818348743064,0.09984675405896386,0.09410062585244651,0.10928795940557126,0.0845643483895107,-0.1162785479710433,-0.06407586245595999,-0.017588739385247597,-0.0535859219411797,-0.10134022814135632,1.31,0.0001348415521123847,0.001543431232318105
0.11286731135849976,0.10162946883939987,0.11558137642190071,0.10749752344757448,0.08280661097222888,-0.1275288323539492,-0.10832397985602117,-0.10004749962510552,-0.06498256347875002,-0.1088714488524913,1.476923076923077,0.0001699350219996757,0.0005282554012258733
