care.virtue,fairness.virtue,loyalty.virtue,authority.virtue,sanctity.virtue,care.vice,fairness.vice,loyalty.vice,authority.vice,sanctity.vice,moral_nonmoral_ratio,f_var
0.025813259091828477,0.04075592831679967,0.04103529612683522,0.04377620506904729,0.03248979569180521,0.08577944234705258,0.06467026854388824,0.0691817675095874,0.06383054080140092,0.05073456224846152,0.8985507246376812,0.0003465185692809105
0.03249731348348985,0.045178926456181406,0.04124222257182785,0.03853094328350305,0.03344643014507033,0.08004997861740483,0.06077772668221216,0.06240065929193937,0.06566997622775227,0.050705732075289285,1.0980392156862746,0.00024664486113380973
0.02907874660828685,0.03752679828097389,0.04705801958603549,0.038193545298386304,0.03441794490295528,0.07355091582283782,0.07175160384557587,0.05324973170350348,0.06968955353611424,0.047516580117580025,0.7627118644067796,0.00026843319268713203
0.024487188014617266,0.03600316019012594,0.031609812943322345,0.025735501103979957,0.02249354155684411,0.08430704769520705,0.07176316462988497,0.06427831121872679,0.08404192032510431,0.06226530148388257,0.9387755102040817,0.0006321416976404468
0.026616348446100994,0.03480300901649332,0.036145769370241554,0.03225667686133938,0.025255199304565875,0.09531463072232445,0.06596613490397006,0.06831077965300976,0.07212335863695979,0.05901873743187327,0.8942731277533039,0.0005651349918112128
0.025975307232370768,0.04127185344783093,0.05069627547881176,0.04047936137721981,0.026898193860586436,0.07582209774865888,0.06565713941204107,0.046335844874539865,0.06579437560695231,0.06011698408317725,0.9931506849315068,0.00028391832443622585
0.021808923389290635,0.04247323824068199,0.04131603580086329,0.042521038000468026,0.0244325045014966,0.0720485357579624,0.055912145906932637,0.05415393035007891,0.06158099193123622,0.06014701720680272,0.9766081871345029,0.0002617930138912074
0.03108880057323411,0.03793468209271117,0.03952709671565644,0.03408763038453158,0.02556542402674718,0.06557226092198805,0.055766240455460823,0.04959428961952655,0.05702473900999504,0.048308579109122965,0.8529411764705882,0.00016476615895473384
0.03439870500948255,0.04864330619557964,0.05127697891716896,0.04828057866722958,0.032145846891565404,0.0716313071100662,0.04891121996872538,0.04654575937420802,0.06047256447247124,0.045546168401238124,0.9137931034482759,0.00012937604979082706
0.02316154960946763,0.042770226004092506,0.04183202947723408,0.03423843059143171,0.023807753203798604,0.07294523499789408,0.06865261399394845,0.054836836625713654,0.06836969078667285,0.05806945450482212,2.1881188118811883,0.0003401448338813315
0.045536199421364824,0.04424744223189212,0.05408382368978324,0.05071050841565299,0.03774976020765368,0.056979518552135885,0.05921278064100301,0.044769829184765624,0.0490326668030334,0.04300856275117886,1.3142857142857143,4.550113161484215e-05
0.027935593509141817,0.03495376377152307,0.03987882014656645,0.028698865656874985,0.024657779687543558,0.10015198649576469,0.08206381437933757,0.06880345861233664,0.07994334520653447,0.05710359133430522,1.7741935483870968,0.0007289213678095805
0.0328426256429832,0.0413035348168881,0.03814981086395127,0.03698460341341079,0.03017561043434722,0.07422851981618327,0.06617110990352718,0.06498897631574116,0.07593561326605686,0.049752480553279,1.8548387096774193,0.00031196182974211923
0.028764829151371782,0.043763549385614865,0.04940923080347728,0.04875794944707257,0.03624481558572946,0.0843452881782981,0.056083204673349034,0.044691395048969206,0.06053000995849874,0.04759252444318515,1.31,0.00022693130953565165
0.024790164260729223,0.032937088453722,0.039440754805748914,0.03959865134093487,0.024366141970389627,0.08720909154221503,0.06829173936003687,0.0761406216161519,0.06779871185022944,0.05823622063582621,1.476923076923077,0.0005061273784798476
0.021868798513195734,0.03573288108543301,0.04374980860224411,0.037908094908124364,0.026108758255330728,0.0807756654798643,0.06534946263164176,0.06085441167776109,0.07460602244003943,0.051766763928258325,2.039473684210526,0.0004066628489103633
0.028736463103538078,0.02526225405635037,0.03378062680346176,0.031996545958797425,0.02107446230365465,0.08486726049973994,0.07203904253318467,0.07420825657445854,0.08486911756333103,0.05555513306468983,1.7196969696969697,0.0006674248773687313
0.024389486285358364,0.046910996962771796,0.054665517581323333,0.04633265847416212,0.02460890770182435,0.04903578062884071,0.0405821664887775,0.036778324899187434,0.049058000085783024,0.04110766321272955,1.87,0.00010455674253136348
0.02490901294671961,0.03564962387108819,0.03957135200710147,0.03671216283018805,0.027659685875342333,0.07284840044837346,0.07237841042833837,0.05792068020471535,0.08161420466856717,0.0558319446385558,1.5056179775280898,0.00041515075933038176
0.015800219644122256,0.022709641717927737,0.04428975920328641,0.033377959140586264,0.024658486287416174,0.09725074897258192,0.07850985214283118,0.07085868694809346,0.07586422018111183,0.06411274403402135,1.6395348837209303,0.0007932093367924036
0.02063473478166175,0.04193805560504039,0.03602626378325867,0.04357208864981102,0.029959454284727495,0.08727595054053211,0.061223772123957985,0.07130440686821853,0.06598651611512091,0.04922154332332295,1.9416666666666667,0.0004206600693243568
0.024623097775439914,0.03413125315809521,0.039285582330545625,0.0472253787861348,0.03814545187527664,0.07934835898974206,0.06298292241044455,0.05023936179523332,0.052267487487392475,0.04189958111059726,1.087378640776699,0.00024115761691542937
0.02728715844113714,0.02825495818887637,0.03460179200984375,0.03513622768948694,0.028410835252780396,0.08211188192676035,0.07046756457521279,0.06972009319125042,0.07698167893255142,0.05278743999476059,1.255813953488372,0.0004982542564290937
0.027053642211466368,0.04072491267012194,0.03539236644999482,0.05045909700478503,0.04619804637005981,0.0648055588194698,0.06369313940818219,0.05080716829454331,0.05911437165691459,0.03539009025060109,1.1504424778761062,0.00016388856905971092
0.027266629808418055,0.04071981896405146,0.04068412830943493,0.04755289858972602,0.03809523632360376,0.0821306828580322,0.06422837537264578,0.0687591361606885,0.0565017777242781,0.05447303845948949,1.3926940639269407,0.0002716416700173551
0.015642130291811822,0.03545689861206208,0.01565708761510469,0.0,0.02291512291512291,0.02737586405739216,0.03547288203562456,0.037157260932635924,0.04778501627877218,0.02239694758657323,0.01601164483260553,0.000188098956194696
0.023226166331052796,0.02937459339796468,0.028701070606080875,0.03877333904651471,0.02432082047435987,0.09574188856835682,0.09120609680985124,0.0669627209855266,0.06892074604996425,0.06354352144893889,0.9066339066339066,0.0007673423564752201
0.021061106868361254,0.0435782563947475,0.03561646723940379,0.04598657141186765,0.03851377474596392,0.08546383526877677,0.06839791883075891,0.06563448695205307,0.06569265542706572,0.06016489375264289,0.9339622641509434,0.0003703503356856948
0.036163206766386645,0.04413616167471631,0.03889841683737683,0.04213277618853099,0.024412872156650202,0.08769643524189466,0.07843102234803094,0.06617476055175082,0.07319023040729666,0.06017089577122467,1.2935779816513762,0.0004370684759184348
0.02511322161698796,0.025029732146920038,0.02789810527977667,0.03448288261955233,0.028263291079374177,0.08598710160998171,0.08879115827587707,0.07383102497697722,0.0755275854357248,0.0630127114175278,3.3333333333333335,0.0007283677913545408
0.022984533878776726,0.026831118143327733,0.031112329820967646,0.03177648893416343,0.021471676020483717,0.07743842000116519,0.06579074451641286,0.0642644215278849,0.06874413576652207,0.05090937454699053,1.9396551724137931,0.00046417854082792003
0.025795546907396428,0.0421563434885695,0.031849732872822736,0.042467087111794574,0.02214463529330526,0.07641831065323684,0.07565759160245297,0.06930404768916955,0.07510765692160783,0.05969093883594078,2.1122994652406417,0.00046891870529535806
0.026500931147238886,0.03313883958006781,0.03721629233397304,0.03177881313691605,0.02508557365885495,0.10179478767779321,0.07398240022811808,0.06465759856467153,0.06822279378599755,0.06855924369227064,1.3020408163265307,0.0006673526039628912
0.025345085028509132,0.03987315716585306,0.03160992806563786,0.0316092671628112,0.029197383408061543,0.1054804106973371,0.07521750982991822,0.07770990357331559,0.0722566088975696,0.06682791986299992,1.136150234741784,0.0007528947736630744
0.029461422964622716,0.0285929192230183,0.04060598686561281,0.03476129389768582,0.033578805119059967,0.09517300915242383,0.06825263208665688,0.05566012769958254,0.06390480475855194,0.05961435317514649,2.240740740740741,0.00046139633548159247
