care.virtue,fairness.virtue,loyalty.virtue,authority.virtue,sanctity.virtue,care.vice,fairness.vice,loyalty.vice,authority.vice,sanctity.vice,moral_nonmoral_ratio,moral,f_var
0.009576023346211849,0.017563232300201636,0.011172889051639132,0.02390177486497155,0.0037009922459063744,0.036411193761085,0.012417118448686554,0.02469615922543927,0.015405578621954193,0.0009949502108016017,0.8985507246376812,,0.00011217412090758244
0.014437255308674991,0.016428615247557805,0.010692369270759458,0.01034778728803485,0.006805374492490556,0.035117776668789395,0.011960806919227726,0.018198774092023008,0.02361174938936306,0.0049133352955627145,1.0980392156862746,,7.879701728453292e-05
0.006673945411599951,0.020281654306409762,0.019310937505370416,0.01645751124034852,0.0030801661857104844,0.02440832838691837,0.0339196118443071,0.00840051598729337,0.016393759014824264,0.0,0.7627118644067796,,0.00010853987445485792
0.009175963108886126,0.014829745334022001,0.00631163918246303,0.01026583869381589,0.003774825050217067,0.03529040331020193,0.017913034889834045,0.01457060755197808,0.03231531396338657,0.010670897265331271,0.9387755102040817,,0.00011046277996269863
0.005659884637445424,0.016019048970672658,0.013461978790988413,0.009549219244197259,0.0029877915848619606,0.053780806607622834,0.010613656643803393,0.01651799214433156,0.021060436498835874,0.004486716629705674,0.8942731277533039,,0.00021507636189924202
0.004079791499599038,0.016223101322122204,0.02277739075050965,0.010613886896365447,0.003609662536343335,0.03294860996908829,0.02629215840342959,0.011700339419723428,0.02145522367791817,0.004828122290878295,0.9931506849315068,,0.00010376135389442186
0.007923604121675615,0.016661830081652198,0.011682245310506227,0.01401862106829333,0.007895258962183172,0.023679258480989018,0.017779521138974443,0.01173869366070921,0.01964296321776068,0.010616088885181072,0.9766081871345029,,2.697333446290228e-05
0.009273505814059509,0.01037164778735093,0.011053176846279216,0.012864018113265147,0.005456867525833044,0.03973196954946542,0.02339430525501609,0.00832902599040098,0.01565026211971587,0.002191800705803373,0.8529411764705882,,0.00011587608229664683
0.017190132415773926,0.014180526669530178,0.014413875775006864,0.014436243980427744,0.001421555957611786,0.03855201658708704,0.007581197835042987,0.008601818360084022,0.0271006701780064,0.0031849464702764204,0.9137931034482759,,0.00012512052244743974
0.006405684605172215,0.025472582988871725,0.009081215755397462,0.011156767910465056,0.0016098155238426736,0.023994974522122115,0.018680843100043913,0.011690596060606245,0.030626136046741068,0.005843658680460599,2.1881188118811883,,9.367832085749081e-05
0.01299913951602264,0.010528539579833752,0.020889255633347394,0.013356426088895788,0.003758090111146233,0.01935574827773106,0.023841272446018667,0.011448299982970731,0.017727025578836788,0.004833732323168551,1.3142857142857143,,4.3958129273244834e-05
0.0075397505506298364,0.018483333668724285,0.01380992975646141,0.00582641732487659,0.0013292630162011442,0.04801711909510386,0.027636318030233274,0.012022592650552933,0.02325301682672034,0.006228004075830164,1.7741935483870968,,0.0001915522779523416
0.00792554591474209,0.014825046940991654,0.0073920893511323265,0.01870586116255217,0.0057239914367770055,0.02211356933198394,0.028483046076906375,0.014430515645254983,0.028756016116632355,0.0036328293456374208,1.8548387096774193,,8.427793315346554e-05
0.007138593805967101,0.006879392261007681,0.015325193566640478,0.011210728470722311,0.0025711387184220594,0.05170394924526979,0.021900213140447,0.004556265209165019,0.019580525663634617,0.005084644119888557,1.31,,0.0002131341218937113
0.004656862745098039,0.00889845361710785,0.019143582160160832,0.014768256745576183,0.0014534883720930235,0.04249084647012766,0.024114176431884942,0.02073599108641277,0.01783529611078016,0.005644177734992653,1.476923076923077,,0.00014474867859386254
0.004957065586233327,0.013421600742756223,0.015005919422667865,0.013466697330563635,0.0,0.027993286404702465,0.020247233416482335,0.015273028787429269,0.032497291270239176,0.0037168557524351886,2.039473684210526,,0.00010660340333925254
0.008390803843348359,0.008750121441759141,0.010864739727043861,0.015323264517181535,0.001372109307829355,0.039335097221593604,0.015600831653281659,0.011527030387081666,0.03537017037869011,0.005277121977972716,1.7196969696969697,,0.00015549292582106485
0.006960424066684373,0.012199740476818079,0.015332542367066155,0.020385257811896422,0.003084703197494495,0.012162526934257468,0.01297214997508344,0.014641473000976247,0.020019848077370436,0.003668733796896474,1.87,,3.642346767283154e-05
0.00807005184463067,0.018903288439347948,0.006803398570303091,0.010908960278143847,0.003854461800028086,0.01701933582342482,0.03006408408918609,0.012522357219389121,0.03904297518725717,0.003674910231430476,1.5056179775280898,,0.0001349771666921523
0.006332211608633394,0.00615842870112439,0.02427980929538855,0.01305546041757051,0.0017974708952228022,0.0439690333508015,0.018427395247254095,0.01648530557447984,0.026903559304995637,0.006174484136410229,1.6395348837209303,,0.00016353323411840519
0.0077684040609299265,0.01631050666561341,0.010512386937258426,0.016589354657794028,0.00505580201668076,0.03810416551804551,0.01889945538264838,0.01760853037172487,0.02190045218652755,0.00140638530532783,1.9416666666666667,,0.00010689485307575656
0.004576405390931715,0.008085340947808358,0.0059470938795596435,0.022040580482211223,0.003285201640464798,0.04488469991742465,0.018733304444111167,0.017363890413097657,0.01656181010068412,0.0011007827788649706,1.087378640776699,,0.00016977406401726637
0.0049587907419984785,0.011337070136608906,0.01450684925610219,0.015140684367898834,0.007047701371746779,0.03374595145966818,0.01835263958148954,0.019138908752358647,0.025754703225493544,0.00512403057570176,1.255813953488372,,8.534626309190067e-05
